-Baa	time of. Occurs in yaay-baa (sun-baa) meaning ‘summer’ and dhandarr-aa (frost-aa) meaning ‘winter’.	place of. Occurs in walaay-baa (campplace of) meaning ‘a person’s country or home place’. ♦ Gayaay-baa-ga ngiyani yanaa-waa-nha.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiyayl	echidna quill. ♦ Dhalaybaa nhama wiyayl. 	pen, pencil. Meaning extended by Walgett Language Program.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiyayl	echidna quill. ♦ Dhalaybaa nhama wiyayl. 	pen, pencil. Meaning extended by Walgett Language Program.	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
wugan	wood. Light branches or fine kindling wood. Mostly used to talk about firewood.	sticks.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wugan	wood. Light branches or fine kindling wood. Mostly used to talk about firewood.	sticks.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wugan	wood. Light branches or fine kindling wood. Mostly used to talk about firewood.	sticks.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUlbul 	bendy stick.	stock whip. The use of wulbul has been broadened to include this meaning.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUlbul 	bendy stick.	stock whip. The use of wulbul has been broadened to include this meaning.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUlbul 	bendy stick.	stock whip. The use of wulbul has been broadened to include this meaning.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wun.guwi	Adam’s apple, throat	passage, cattle race 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wunga-y	bathe, paddle. Wunga-y and gubi-y mean two different things. Gubi-y means ‘proper swimming, with the feet off the ground’. Wunga-y means 'to paddle about in the water, standing on the bottom’. Fred Reece used the old English word ‘bogey’ instead of ‘paddle’. ♦ Wunga-y ngaya gi-yaa-nha. 	dive, duck under. ♦ Wunga-y ngaya gi-yaa-nha maanggii-gu. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wurrawaadhiyan	battle spirit.	location. On the Walgett-Collarenebri road.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wurrawaadhiyan	battle spirit.	location. On the Walgett-Collarenebri road.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wurrawaadhiyan	battle spirit.	location. On the Walgett-Collarenebri road.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUrrun	swelling.	swollen.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUrrun	swelling.	swollen.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUrrun	swelling.	swollen.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUru 	throat.	neck. Probably the front of the neck, compare nhan (back/nape of neck).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUru 	throat.	neck. Probably the front of the neck, compare nhan (back/nape of neck).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUru 	throat.	neck. Probably the front of the neck, compare nhan (back/nape of neck).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUU-gl	go into. This verb refers to the act of going into a place, or putting oneself into an enclosed space or clothes. The name of the place gone into is marked with various case suffixes, the choice of which is not	go down, set (moon/sun). This is the common word for ‘set (moon/sun)'.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUU-gl	go into. This verb refers to the act of going into a place, or putting oneself into an enclosed space or clothes. The name of the place gone into is marked with various case suffixes, the choice of which is not	go down, set (moon/sun). This is the common word for ‘set (moon/sun)'.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUU-gl	go into. This verb refers to the act of going into a place, or putting oneself into an enclosed space or clothes. The name of the place gone into is marked with various case suffixes, the choice of which is not	go down, set (moon/sun). This is the common word for ‘set (moon/sun)'.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
WUU-gl	go into. This verb refers to the act of going into a place, or putting oneself into an enclosed space or clothes. The name of the place gone into is marked with various case suffixes, the choice of which is not	dress self. One source for this definition. This use of wuu-gi indicates that ‘she put herself into the clothes’. ♦ Bayagaa-dhi nguu yaluu wuu-nhi balal gi-ngindaay. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wuyu	throat.	neck. Probably the front of the neck, compare nhan (back/nape of neck), wuyubuluuy	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wuyu	throat.	neck. Probably the front of the neck, compare nhan (back/nape of neck), wuyubuluuy	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wuyugil	ceremonial smoke. Sometimes used for ritual smoking. Fred Reece described how wuyugil was used as a punishment: 'They make sandalwood smoke with them green bushes. They put them all together, the bunchy ones, make a fire in it, chuck the coals in it, they can rig it in such a way that the coals won’t fall out. They put it down on the ground, get the blooming kid, bring him up and hold his head in it. When they go to smoke him they bloomin well half choke him, he don’t like it and he won’t want it again, it makes him behave himself.’ Dhayn-du nhama nhiirruu wamba-li gurru-gu, wuyugil-a nhama-laa gaa-waa-y. 	smoke.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
wuyugil	ceremonial smoke. Sometimes used for ritual smoking. Fred Reece described how wuyugil was used as a punishment: 'They make sandalwood smoke with them green bushes. They put them all together, the bunchy ones, make a fire in it, chuck the coals in it, they can rig it in such a way that the coals won’t fall out. They put it down on the ground, get the blooming kid, bring him up and hold his head in it. When they go to smoke him they bloomin well half choke him, he don’t like it and he won’t want it again, it makes him behave himself.’ Dhayn-du nhama nhiirruu wamba-li gurru-gu, wuyugil-a nhama-laa gaa-waa-y. 	smoke.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wuyugil	ceremonial smoke. Sometimes used for ritual smoking. Fred Reece described how wuyugil was used as a punishment: 'They make sandalwood smoke with them green bushes. They put them all together, the bunchy ones, make a fire in it, chuck the coals in it, they can rig it in such a way that the coals won’t fall out. They put it down on the ground, get the blooming kid, bring him up and hold his head in it. When they go to smoke him they bloomin well half choke him, he don’t like it and he won’t want it again, it makes him behave himself.’ Dhayn-du nhama nhiirruu wamba-li gurru-gu, wuyugil-a nhama-laa gaa-waa-y. 	smoke.	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
-Yaa	must, might	either ... or	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaal	lie	pretend, false	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaama	question word. ♦ Yaama-nda nhama ngay wuu-rri?	hello, greetings. This is a modern use of the word. ♦ Yaama maliyaa!	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaama	question word. ♦ Yaama-nda nhama ngay wuu-rri?	hello, greetings. This is a modern use of the word. ♦ Yaama maliyaa!	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaambul	silly, mad. The meaning is uncertain: older sources have yambuli (old woman), while people today use it to mean ‘silly’, ‘mad’.	pretending! It means ‘you’re joking/pretending! ’.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaambul	silly, mad. The meaning is uncertain: older sources have yambuli (old woman), while people today use it to mean ‘silly’, ‘mad’.	pretending! It means ‘you’re joking/pretending! ’.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaambul	silly, mad. The meaning is uncertain: older sources have yambuli (old woman), while people today use it to mean ‘silly’, ‘mad’.	pretending! It means ‘you’re joking/pretending! ’.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrbin	gate post.	hitching rail.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrbin	gate post.	hitching rail.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrbin	gate post.	hitching rail.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrl-y 	go down, set (moon/sun).	. spill, drip. leak.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrl-y 	go down, set (moon/sun).	. spill, drip. leak.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrl-y 	go down, set (moon/sun).	. spill, drip. leak.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrima-ll 	spill.	pour.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrima-ll 	spill.	pour.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yaarrima-ll 	spill.	pour.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yabi-li	twist, plait 	kiss	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
yabi-li	twist, plait 	kiss	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yalagiirrma	like that, in that manner	because (consequence)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
old woman. Previously also written yambi. yana-y 	go. ♦ Dhalaa-nda yana-waa-nha?	come. ♦ Dhaayyana-ya/ 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
old woman. Previously also written yambi. yana-y 	go. ♦ Dhalaa-nda yana-waa-nha?	walk.	Gamilaraay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
old woman. Previously also written yambi. yana-y 	go. ♦ Dhalaa-nda yana-waa-nha?	walk.	Gamilaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
old woman. Previously also written yambi. yana-y 	go. ♦ Dhalaa-nda yana-waa-nha?	walk.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yanaa-y	go. ♦ Buluuy-a ngaya yanaa-nhi. 	come. ♦ Dhaay yanaa-ya! 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yanaa-y	go. ♦ Buluuy-a ngaya yanaa-nhi. 	walk. ♦ Buluuy-a ngaya gi-yaa-nha yanaa-y. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yanaaynbi-li	release, let go	sack	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yarraan	river red gum tree (Eucalyptus camaldulensis)	Southern Cross (stars)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yarral	stone 	money (coins)	Gamilaraay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
yarral	stone 	money (coins)	Gamilaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
yarral	stone 	money (coins)	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yarray	beard, whiskers. Also anything that looks like whiskers.	moustache.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yarray	beard, whiskers. Also anything that looks like whiskers.	moustache.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yarray	beard, whiskers. Also anything that looks like whiskers.	moustache.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yiilay	hop bush (Dodonea viscosa ssp. angustissima)	ripe 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yiilay	hop bush (Dodonea viscosa ssp. angustissima)	cooked 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yiiliyanbaa	angry	savage	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yiiliyanbaa	angry	savage	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaa	soon, directly. ♦ Dhuwinba-la nhama dhamiyaa, yilaa ngaya dharrawu-I-uwi-y.	recently. ♦ Yilaa ngiyama dhama-nhi, dhaymaarr-bala gungan-biyaay.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaadhu 	now (immediately).	today.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaadhu 	now (immediately).	today.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaadhu 	now (immediately).	today.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaalu	long ago. Ian Sim said yilaalu was often used to start a story; compare this with the English ‘once upon a time . . .’	long time later. From yilaa (soon, recently). The basic meaning is ‘at a long time’ in the past or future. Also yilambu in Gamilaraay.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaalu	long ago. Ian Sim said yilaalu was often used to start a story; compare this with the English ‘once upon a time . . .’	long time later. From yilaa (soon, recently). The basic meaning is ‘at a long time’ in the past or future. Also yilambu in Gamilaraay.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaalu	long ago. Ian Sim said yilaalu was often used to start a story; compare this with the English ‘once upon a time . . .’	long time later. From yilaa (soon, recently). The basic meaning is ‘at a long time’ in the past or future. Also yilambu in Gamilaraay.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaan.gaal 	fresh. As in 'fresh meat’.	new. This is a possible meaning. From yilaa (soon, recently).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaan.gaal 	fresh. As in 'fresh meat’.	new. This is a possible meaning. From yilaa (soon, recently).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilaan.gaal 	fresh. As in 'fresh meat’.	new. This is a possible meaning. From yilaa (soon, recently).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yilawa-y 	sit. ♦ Ganunga yilawa-y-la-nha gaarrimay-a. 	stay, stop, live. ♦ Yilawa-ya nguwalay, yilaal nginda yanaa-w-uwi-y. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yili	lip	gills 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yinabi-li	fish, catch fish. ♦ Garriya nguwalay yinabi-lda-ya!	catch with instrument. ♦ Giirr ngaya biyarr bandaarr maadhaay-u yinabi-y.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yinggil	tired.	lazy.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yinggil	tired.	lazy.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yinggil	tired.	lazy.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yiya	tooth	seed 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yiya	tooth	peg 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yugin	father. This is a rare word for ‘father’, the more common words are bubaa and buwaejarr.	uncle (father’s brother).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yugin	father. This is a rare word for ‘father’, the more common words are bubaa and buwaejarr.	uncle (father’s brother).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yugin	father. This is a rare word for ‘father’, the more common words are bubaa and buwaejarr.	uncle (father’s brother).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yulaa-li	tie up. ♦ Yulaa-li gi-yaa-nha ngaya nginunha.	knot.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
yulaa-li	tie up. ♦ Yulaa-li gi-yaa-nha ngaya nginunha.	knot.	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
yulaa-li	tie up. ♦ Yulaa-li gi-yaa-nha ngaya nginunha.	knot.	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
spirit. Spirit in the waterhole at Namoi village, where the reeds are tangled. Possibly related to yulaanbi-li (tangle), yulanbiirr	tangle. Ted Fields said it can refer to a tangle of grass moving in the water that can drown animals, e.g. at Boobera Lagoon.	waterhole name. Eight miles from Walgett on Come By Chance Road. Ted Fields said it was a spirit waterhole. When the water was clear you could see the tangled weed.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
spirit. Spirit in the waterhole at Namoi village, where the reeds are tangled. Possibly related to yulaanbi-li (tangle), yulanbiirr	tangle. Ted Fields said it can refer to a tangle of grass moving in the water that can drown animals, e.g. at Boobera Lagoon.	waterhole name. Eight miles from Walgett on Come By Chance Road. Ted Fields said it was a spirit waterhole. When the water was clear you could see the tangled weed.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
spirit. Spirit in the waterhole at Namoi village, where the reeds are tangled. Possibly related to yulaanbi-li (tangle), yulanbiirr	tangle. Ted Fields said it can refer to a tangle of grass moving in the water that can drown animals, e.g. at Boobera Lagoon.	waterhole name. Eight miles from Walgett on Come By Chance Road. Ted Fields said it was a spirit waterhole. When the water was clear you could see the tangled weed.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
